มัธยมศึกษาปีที่ (ปีการศึกษา 2563 - 2564),หอพัก,ในวันที่นอนที่หอพัก นักเรียนเข้านอนเมื่อเวลาประมาณเท่าไหร่ (หากเครื่องของท่านใช้ระบบเวลาไทย 00:00 คือเที่ยงคืน หากใช้ระบบที่แยก AM และ PM 12:00 AM คือเที่ยงคืน ),ในวันที่นอนที่หอพัก นักเรียนตื่นเมื่อเวลาประมาณเท่าไหร่,ในวันศุกร์-เสาร์ ระหว่างเปิดเทอม เข้านอนเมื่อเวลาประมาณเท่าไหร่,ในวันศุกร์-เสาร์ ระหว่างเปิดเทอม ตื่นเมื่อเวลาประมาณเท่าไหร่,ในช่วงปิดเทอม เข้านอนเมื่อเวลาประมาณเท่าไหร่,ในช่วงปิดเทอม ตื่นเมื่อเวลาประมาณเท่าไหร่,อยากให้เริ่มเรียนเมื่อไหร่,อยากให้หอพักปลุกเมื่อไหร่,Hours Slept School Days,Hours Slept Weekends,Hours Slept Break,นักเรียนใช้เวลาในการเตรียมตัวลงหอประมาณกี่นาที,นักเรียนใช้เวลาในการรับประทานอาหารประมาณกี่นาที,คุณภาพการนอนเทียบกับที่บ้าน,นักเรียนรู้สึกง่วงในคาบเรียนส่วนใหญ่มากขนาดไหน  ,นักเรียนนอนหลับในคาบเรียนกี่คาบ,นักเรียนสามารถเรียนรู้ได้ขนาดไหน,นักเรียนรู้สึกเหนื่อยกับกิจกรรมหลังเลิกเรียนขนาดไหน เช่น การบ้าน โครงงาน กิจกรรมรุ่น จัดงานโรงเรียน,จงเรียงลำดับปัจจัยที่ส่งผลต่อการนอนน้อย [1],จงเรียงลำดับปัจจัยที่ส่งผลต่อการนอนน้อย [2],จงเรียงลำดับปัจจัยที่ส่งผลต่อการนอนน้อย [3],จงเรียงลำดับปัจจัยที่ส่งผลต่อการนอนน้อย [4],จงเรียงลำดับปัจจัยที่ส่งผลต่อการนอนน้อย [5]
4,บัวชมพู,23:00,5:30,22:30,8:00,22:30,8:00,8:50,6:00,6.500,9.500,9.500,มากกว่า 50 นาที,30-40 นาที,2,2,1,3,2,เวลาตื่น,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,บุษกร,0:30,5:30,0:00,7:00,23:00,8:00,8:00,6:00,5.000,7.000,9.000,20-30 นาที,15-20 นาที,2,3,1,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
4,บุษกร,0:10,5:00,22:00,10:00,23:00,8:00,9:30,8:00,4.833,12.000,9.000,10-15 นาที,มากกว่า 40 นาที,1,4,3,2,4,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,โกเมน,0:00,5:00,23:30,5:00,22:30,5:00,9:00,7:00,5.000,5.500,6.500,15-20 นาที,15-20 นาที,1,2,1,2,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
4,บุษกร,0:00,5:30,0:00,5:30,23:00,9:30,8:30,6:30,5.500,5.500,10.500,20-30 นาที,25-30 นาที,1,3,2,1,2,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน
4,บัวชมพู,0:00,5:40,0:00,8:30,0:30,8:00,9:00,6:00,5.667,8.500,7.500,20-30 นาที,25-30 นาที,2,3,1,3,3,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
4,บัวชมพู,23:15,5:45,21:30,9:45,22:40,8:00,9:00,6:25,6.500,12.250,9.333,15-20 นาที,15-20 นาที,1,3,2,2,3,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,บุษกร,0:00,5:30,0:00,9:30,2:00,11:00,9:00,7:00,5.500,9.500,9.000,20-30 นาที,20-25 นาที,1,4,2,2,3,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ,เพื่อน
4,โกเมน,0:00,5:30,22:00,8:00,23:00,9:00,9:00,7:00,5.500,10.000,10.000,มากกว่า 50 นาที,25-30 นาที,0,1,1,0,4,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,นิลปัทม์,23:30,5:50,18:00,5:00,23:30,8:12,8:30,6:30,6.333,11.000,8.700,5-10 นาที,10-15 นาที,1,3,1,2,3,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,นิลปัทม์,23:00,5:00,0:00,9:00,1:00,7:00,10:00,7:00,6.000,9.000,6.000,10-15 นาที,15-20 นาที,3,1,1,4,1,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,บุษกร,0:00,5:20,23:00,7:00,0:00,7:00,8:20,6:00,5.333,8.000,7.000,20-30 นาที,10-15 นาที,1,4,2,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
4,บัวชมพู,0:00,5:00,22:00,9:00,22:00,10:00,8:30,6:00,5.000,11.000,12.000,30-40 นาที,15-20 นาที,1,2,1,2,4,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
4,บัวชมพู,23:00,5:00,23:00,10:00,3:00,13:00,8:30,5:30,6.000,11.000,10.000,40-50 นาที,30-40 นาที,2,1,0,3,4,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,บัวชมพู,23:00,5:05,21:00,10:00,23:00,8:00,8:30,6:00,6.083,13.000,9.000,30-40 นาที,20-25 นาที,1,4,3,2,2,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,บุษกร,0:00,5:00,22:00,6:30,21:30,7:00,9:00,6:00,5.000,8.500,9.500,20-30 นาที,15-20 นาที,1,4,2,2,3,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,บุษกร,2:30,5:10,0:00,11:00,1:30,9:00,9:30,8:30,2.667,11.000,7.500,30-40 นาที,5-10 นาที,2,3,0,2,4,การบ้าน โครงงาน งานวิชาการอื่นๆ,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน
4,บัวชมพู,23:00,5:50,23:00,9:00,0:00,9:00,9:00,8:30,6.833,10.000,9.000,15-20 นาที,15-20 นาที,1,3,2,1,2,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
4,บัวชมพู,0:00,5:50,22:30,9:30,0:00,10:00,9:00,5:50,5.833,11.000,10.000,10-15 นาที,25-30 นาที,2,2,2,3,2,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
4,บัวชมพู,0:00,5:10,0:00,8:00,23:00,7:00,8:30,5:30,5.167,8.000,8.000,20-30 นาที,20-25 นาที,2,3,1,2,1,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,บุษกร,1:30,5:30,23:30,7:30,0:00,7:00,8:50,6:30,4.000,8.000,7.000,20-30 นาที,10-15 นาที,1,3,3,2,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,บุษกร,0:00,5:57,23:00,9:30,0:00,9:00,9:00,7:00,5.950,10.500,9.000,10-15 นาที,30-40 นาที,2,3,3,2,3,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,บุษกร,0:30,5:45,22:00,9:00,22:30,8:20,9:00,7:00,5.250,11.000,9.833,20-30 นาที,25-30 นาที,1,3,2,1,4,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
4,บุษกร,23:00,5:48,0:00,8:30,22:40,7:00,8:30,5:10,6.800,8.500,8.333,20-30 นาที,20-25 นาที,2,3,2,2,2,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,เพื่อน
4,บุษกร,23:00,5:30,0:00,11:00,1:00,12:00,10:00,7:00,6.500,11.000,11.000,10-15 นาที,10-15 นาที,0,3,3,4,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น
4,บัวชมพู,0:30,5:30,23:00,10:15,2:00,9:30,9:00,5:15,5.000,11.250,7.500,20-30 นาที,30-40 นาที,1,3,1,2,4,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,นิลปัทม์,1:00,6:00,22:00,9:00,23:00,9:00,9:00,7:00,5.000,11.000,10.000,5-10 นาที,5-10 นาที,0,3,2,1,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
4,นิลปัทม์,23:00,5:00,0:30,11:30,0:30,11:30,9:00,7:00,6.000,11.000,11.000,15-20 นาที,15-20 นาที,1,3,2,2,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,บุษกร,23:00,5:00,23:00,4:44,22:00,4:44,8:00,5:00,6.000,5.733,6.733,มากกว่า 50 นาที,20-25 นาที,2,3,1,2,2,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น
4,บัวชมพู,23:30,5:30,22:00,9:00,22:30,8:30,8:50,6:00,6.000,11.000,10.000,20-30 นาที,25-30 นาที,2,3,2,2,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
4,นิลปัทม์,23:00,5:30,22:00,6:00,22:00,6:00,8:00,5:30,6.500,8.000,8.000,5-10 นาที,10-15 นาที,3,2,0,3,4,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,โกเมน,23:00,5:40,23:00,10:00,23:30,10:30,8:30,5:30,6.667,11.000,11.000,15-20 นาที,20-25 นาที,2,1,1,3,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน
5,บัวชมพู,0:00,5:30,0:00,10:00,0:30,9:00,9:00,6:00,5.500,10.000,8.500,30-40 นาที,15-20 นาที,0,4,3,1,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน
5,บัวชมพู,0:30,5:40,22:30,9:00,23:00,8:00,8:30,5:45,5.167,10.500,9.000,30-40 นาที,15-20 นาที,1,3,2,2,4,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
5,บุษกร,23:00,5:30,0:00,9:00,0:00,9:30,8:30,6:00,6.500,9.000,9.500,20-30 นาที,15-20 นาที,2,3,2,2,2,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น
5,บัวชมพู,1:00,5:30,2:00,12:00,3:00,9:00,8:30,5:45,4.500,10.000,6.000,15-20 นาที,10-15 นาที,2,4,4,1,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
5,บุษกร,22:30,6:00,1:00,9:00,1:30,10:00,9:00,8:00,7.500,8.000,8.500,10-15 นาที,10-15 นาที,1,3,3,2,2,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,เพื่อน
5,นิลปัทม์,0:00,6:00,23:00,9:00,1:00,12:00,9:00,6:30,6.000,10.000,11.000,20-30 นาที,25-30 นาที,1,3,2,2,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น
5,โกเมน,,,0:30,6:30,2:30,12:30,8:30,7:00,,6.000,10.000,20-30 นาที,10-15 นาที,0,4,2,2,4,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
5,บัวชมพู,0:30,5:45,23:00,8:30,0:00,8:00,9:00,7:00,5.250,9.500,8.000,10-15 นาที,15-20 นาที,1,4,4,2,3,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,เพื่อน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
5,บุษกร,0:00,5:45,23:00,7:00,1:00,7:45,8:30,6:00,5.750,8.000,6.750,15-20 นาที,15-20 นาที,3,3,2,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
5,บัวชมพู,1:00,5:45,23:00,9:00,22:00,10:00,8:45,6:00,4.750,10.000,12.000,10-15 นาที,30-40 นาที,2,4,3,3,2,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น
5,นิลปัทม์,0:00,6:30,0:30,8:30,0:30,7:30,8:30,7:00,6.500,8.000,7.000,20-30 นาที,15-20 นาที,2,2,1,3,2,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,การบ้าน โครงงาน งานวิชาการอื่นๆ
5,บุษกร,0:00,5:50,22:00,7:30,23:00,7:30,8:30,7:00,5.833,9.500,8.500,5-10 นาที,10-15 นาที,0,3,2,2,2,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
5,บัวชมพู,0:30,5:40,0:30,9:00,22:30,6:00,9:00,6:00,5.167,8.500,7.500,30-40 นาที,25-30 นาที,1,3,3,1,2,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
5,บุษกร,0:00,5:30,22:30,6:30,23:00,7:00,8:30,6:00,5.500,8.000,8.000,15-20 นาที,20-25 นาที,2,2,2,3,2,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
5,บุษกร,2:00,5:30,23:30,9:00,23:30,7:30,8:30,7:00,3.500,9.500,8.000,20-30 นาที,5-10 นาที,0,3,2,2,2,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,เพื่อน
5,บัวชมพู,23:00,5:00,22:00,6:00,22:30,6:30,9:00,7:00,6.000,8.000,8.000,20-30 นาที,10-15 นาที,2,3,2,2,4,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
5,บัวชมพู,1:00,5:30,0:00,12:00,0:00,8:30,9:00,7:00,4.500,12.000,8.500,20-30 นาที,10-15 นาที,1,3,2,1,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น
5,บัวชมพู,1:00,5:40,0:00,12:00,1:00,8:30,9:00,7:00,4.667,12.000,7.500,10-15 นาที,15-20 นาที,1,4,1,1,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
5,บุษกร,0:00,5:30,23:00,6:30,23:00,7:00,8:30,6:00,5.500,7.500,8.000,30-40 นาที,25-30 นาที,3,2,2,2,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
5,บัวชมพู,0:30,6:15,22:30,7:00,23:00,7:30,8:30,7:00,5.750,8.500,8.500,5-10 นาที,15-20 นาที,1,3,1,2,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ
5,บัวชมพู,1:00,5:00,23:00,8:00,2:00,7:30,8:30,5:30,4.000,9.000,5.500,30-40 นาที,30-40 นาที,2,2,1,3,3,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
5,โกเมน,1:00,5:30,23:30,8:00,23:00,8:00,8:00,5:30,4.500,8.500,9.000,15-20 นาที,10-15 นาที,3,1,1,3,2,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น
5,บัวชมพู,1:30,5:30,22:00,7:00,22:00,7:00,8:30,6:30,4.000,9.000,9.000,10-15 นาที,5-10 นาที,2,3,1,1,4,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
5,บัวชมพู,1:30,5:50,22:30,8:30,1:00,10:00,8:00,6:30,4.333,10.000,9.000,10-15 นาที,5-10 นาที,1,2,1,2,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
5,บุษกร,0:00,5:50,0:00,8:30,22:30,5:30,8:30,6:00,5.833,8.500,7.000,10-15 นาที,20-25 นาที,2,3,2,2,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น
5,โกเมน,0:30,5:50,1:00,9:00,0:00,8:30,9:00,5:50,5.333,8.000,8.500,30-40 นาที,25-30 นาที,1,4,3,1,2,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
5,นิลปัทม์,23:50,4:50,0:00,8:00,0:50,8:30,8:30,6:00,5.000,8.000,7.667,มากกว่า 50 นาที,10-15 นาที,2,3,2,2,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น
5,บุษกร,0:00,5:50,22:30,8:30,22:45,8:30,9:00,7:00,5.833,10.000,9.750,20-30 นาที,15-20 นาที,0,4,0,2,4,เพื่อน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน
5,นิลปัทม์,0:00,6:10,21:00,8:00,0:00,8:00,9:00,7:00,6.167,11.000,8.000,10-15 นาที,5-10 นาที,0,4,4,2,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,เวลาตื่น
5,โกเมน,22:30,5:30,23:00,8:00,0:00,7:15,8:30,5:30,7.000,9.000,7.250,20-30 นาที,15-20 นาที,2,2,1,2,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
5,บุษกร,0:00,5:30,22:30,9:00,23:30,8:00,9:30,7:00,5.500,10.500,8.500,20-30 นาที,15-20 นาที,3,2,1,3,2,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
5,บัวชมพู,23:00,5:40,0:00,9:00,1:00,10:00,9:00,7:00,6.667,9.000,9.000,15-20 นาที,25-30 นาที,2,3,1,1,4,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
5,บัวชมพู,23:30,5:20,23:00,10:00,0:00,10:00,8:30,6:20,5.833,11.000,10.000,30-40 นาที,30-40 นาที,0,4,3,1,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ
